,0
572,0.0
573,0.0
574,0.0
575,0.0
576,0.0
577,0.0
578,0.0
579,0.0
580,0.0
581,0.0
582,0.0
583,0.0
584,0.0
585,0.0
586,0.0
587,0.0
588,0.0
589,0.0
590,0.0
591,0.0
592,0.0
593,0.0
594,0.0
595,0.0
596,0.0
597,0.0
598,0.0
599,0.0
600,0.0
601,0.0
602,0.0
603,0.0
604,0.0
605,0.0
606,0.0
607,0.0
608,0.0
609,0.0
610,0.0
611,0.0
612,0.0
613,0.0
614,0.0
615,0.0
616,0.0
617,0.0
618,0.0
619,0.0
620,0.0
621,0.0
622,0.0
623,0.0
624,0.0
625,0.0
626,0.0
627,0.0
628,0.0
629,0.0
630,0.0
631,0.0
632,0.0
633,0.0
634,0.0
635,0.0
636,0.0
637,0.0
638,0.0
639,0.0
640,0.0
641,0.0
642,0.0
643,0.0
644,0.0
645,0.0
646,0.0
647,0.0
648,0.0
649,0.0
650,0.0
651,0.0
652,0.0
653,0.0
654,0.0
655,0.0
656,0.0
657,0.0
658,0.0
659,0.0
660,0.0
661,0.0
662,0.0
663,0.0
664,0.0
665,0.0
666,0.0
667,0.0
668,0.0
669,0.0
670,0.0
671,0.0
672,0.0
673,0.0
674,0.0
675,0.0
676,0.0
677,0.0
678,0.0
679,0.0
680,0.0
681,0.0
682,0.0
683,0.0
684,0.0
685,0.0
686,0.0
687,0.0
688,0.0
689,0.0
690,0.0
691,0.0
692,0.0
693,0.0
694,0.0
695,0.0
696,0.0
697,0.0
698,0.0
699,0.0
700,0.0
701,0.0
702,0.0
703,0.0
704,0.0
705,0.0
706,0.0
707,0.0
708,0.0
709,0.0
710,0.0
711,0.0
712,0.0
713,0.0
714,0.0
715,0.0
716,0.0
717,0.0
718,0.0
719,0.0
720,0.0
721,0.0
722,0.0
723,0.0
724,0.0
725,0.0
726,0.0
727,0.0
728,0.0
729,0.0
730,0.0
731,0.0
732,0.0
733,0.0
734,0.0
735,0.0
736,0.0
737,0.0
738,0.0
739,0.0
740,0.0
741,0.0
742,0.0
743,0.0
744,0.0
745,0.0
746,0.0
747,0.0
748,0.0
749,0.0
750,0.0
751,0.0
752,0.0
753,0.0
754,0.0
755,0.0
756,0.0
757,0.0
758,0.0
759,0.0
760,0.0
761,0.0
762,0.0
763,0.0
764,0.0
765,0.0
766,0.0
767,0.0
768,0.0
769,0.0
770,0.0
771,0.0
772,0.0
773,0.0
774,0.0
775,0.0
776,0.0
777,0.0
778,0.0
779,0.0
780,0.0
781,0.0
782,0.0
783,0.0
784,0.0
785,0.0
786,0.0
787,0.0
788,0.0
789,0.0
790,0.0
791,0.0
792,0.0
793,0.0
794,0.0
795,0.0
796,0.0
797,0.0
798,0.0
799,0.0
800,0.0
801,0.0
802,0.0
803,0.0
804,0.0
805,0.0
806,0.0
807,0.0
808,0.0
809,0.0
810,0.0
811,0.0
812,0.0
813,0.0
814,0.0
815,0.0
816,0.0
817,0.0
818,0.0
819,0.0
820,0.0
821,0.0
822,0.0
823,0.0
824,0.0
825,0.0
826,0.0
827,0.0
828,0.0
829,0.0
830,0.0
831,0.0
832,0.0
833,0.0
834,0.0
835,0.0
836,0.0
837,0.0
838,0.0
839,0.0
840,0.0
841,0.0
842,0.0
843,0.0
844,0.0
845,0.0
846,0.0
847,0.0
848,0.0
849,0.0
850,0.0
851,0.0
852,0.0
853,0.0
854,0.0
855,0.0
856,0.0
857,0.0
858,0.0
859,0.0
860,0.0
861,0.0
862,0.0
863,0.0
864,0.0
865,0.0
866,0.0
867,0.0
868,0.0
869,0.0
870,0.0
871,0.0
872,0.0
873,0.0
874,0.0
875,0.0
876,0.0
877,0.0
878,0.0
879,0.0
880,0.0
881,0.0
882,0.0
883,0.0
884,0.0
885,0.0
886,0.0
887,0.0
888,0.0
889,0.0
890,0.0
891,0.0
892,0.0
893,0.0
894,0.0
895,0.0
896,0.0
897,0.0
898,0.0
899,0.0
900,0.0
901,0.0
902,0.0
903,0.0
904,0.0
905,0.0
906,0.0
907,0.0
908,0.0
909,0.0
910,0.0
911,0.0
912,0.0
913,0.0
914,0.0
915,0.0
916,0.0
917,0.0
918,0.0
919,0.0
920,0.0
921,0.0
922,0.0
923,0.0
924,0.0
925,0.0
926,0.0
927,0.0
928,0.0
929,0.0
930,0.0
931,0.0
932,0.0
933,0.0
934,0.0
935,0.0
936,0.0
937,0.0
938,0.0
939,0.0
940,0.0
941,0.0
942,0.0
943,0.0
944,0.0
945,0.0
946,0.0
947,0.0
948,0.0
949,0.0
950,0.0
951,0.0
952,0.0
953,0.0
954,0.0
955,0.0
956,0.0
957,0.0
958,0.0
959,0.0
960,0.0
961,0.0
962,0.0
963,0.0
964,0.0
965,0.0
966,0.0
967,0.0
968,0.0
969,0.0
970,0.0
971,0.0
972,0.0
973,0.0
974,0.0
975,0.0
976,0.0
977,0.0
978,0.0
979,0.0
980,0.0
981,0.0
982,0.0
983,0.0
984,0.0
985,0.0
986,0.0
987,0.0
988,0.0
989,0.0
990,0.0
991,0.0
992,0.0
993,0.0
994,0.0
995,0.0
996,0.0
997,0.0
998,0.0
999,0.0
1000,0.0
1001,0.0
1002,0.0
1003,0.0
1004,0.0
1005,0.0
1006,0.0
1007,0.0
1008,0.0
1009,0.0
1010,0.0
1011,0.0
1012,0.0
1013,0.0
1014,0.0
1015,0.0
1016,0.0
1017,0.0
1018,0.0
1019,0.0
1020,0.0
1021,0.0
1022,0.0
1023,0.0
1024,0.0
1025,0.0
1026,0.0
1027,0.0
1028,0.0
1029,0.0
1030,0.0
1031,0.0
1032,0.0
1033,0.0
1034,0.0
1035,0.0
1036,0.0
1037,0.0
1038,0.0
1039,0.0
1040,0.0
1041,0.0
1042,0.0
1043,0.0
1044,0.0
1045,0.0
1046,0.0
1047,0.0
1048,0.0
1049,0.0
1050,0.0
1051,0.0
1052,0.0
1053,0.0
1054,0.0
1055,0.0
1056,0.0
1057,0.0
1058,0.0
1059,0.0
1060,0.0
1061,0.0
1062,0.0
1063,0.0
1064,0.0
1065,0.0
1066,0.0
1067,0.0
1068,0.0
1069,0.0
1070,0.0
1071,0.0
1072,0.0
1073,0.0
1074,0.0
1075,0.0
1076,0.0
1077,0.0
1078,0.0
1079,0.0
1080,0.0
1081,0.0
1082,0.0
1083,0.0
1084,0.0
1085,0.0
1086,0.0
1087,0.0
1088,0.0
1089,0.0
1090,0.0
1091,0.0
1092,0.0
1093,0.0
1094,0.0
1095,0.0
1096,0.0
1097,0.0
1098,0.0
1099,0.0
1100,0.0
1101,0.0
1102,0.0
1103,0.0
1104,0.0
1105,0.0
1106,0.0
1107,0.0
1108,0.0
1109,0.0
1110,0.0
1111,0.0
1112,0.0
1113,0.0
1114,0.0
1115,0.0
1116,0.0
1117,0.0
1118,0.0
1119,0.0
1120,0.0
1121,0.0
1122,0.0
1123,0.0
1124,0.0
1125,0.0
1126,0.0
1127,0.0
1128,0.0
1129,0.0
1130,0.0
1131,0.0
1132,0.0
1133,0.0
1134,0.0
1135,0.0
1136,0.0
1137,0.0
1138,0.0
1139,0.0
1140,0.0
1141,0.0
1142,0.0
1143,0.0
1144,0.0
1145,0.0
1146,0.0
1147,0.0
1148,0.0
1149,0.0
1150,0.0
1151,0.0
1152,0.0
1153,0.0
1154,0.0
1155,0.0
1156,0.0
1157,0.0
1158,0.0
1159,0.0
1160,0.0
1161,0.0
1162,0.0
1163,0.0
1164,0.0
1165,0.0
1166,0.0
1167,0.0
1168,0.0
1169,0.0
1170,0.0
1171,0.0
1172,0.0
1173,0.0
1174,0.0
1175,0.0
1176,0.0
1177,0.0
1178,0.0
1179,0.0
1180,0.0
1181,0.0
1182,0.0
1183,0.0
1184,0.0
1185,0.0
1186,0.0
1187,0.0
1188,0.0
1189,0.0
1190,0.0
1191,0.0
1192,0.0
1193,0.0
1194,0.0
1195,0.0
1196,0.0
1197,0.0
1198,0.0
1199,0.0
1200,0.0
1201,0.0
1202,0.0
1203,0.0
1204,0.0
1205,0.0
1206,0.0
1207,0.0
1208,0.0
1209,0.0
1210,0.0
1211,0.0
1212,0.0
1213,0.0
1214,0.0
1215,0.0
1216,0.0
1217,0.0
1218,0.0
1219,0.0
1220,0.0
1221,0.0
1222,0.0
1223,0.0
1224,0.0
1225,0.0
1226,0.0
1227,0.0
1228,0.0
1229,0.0
1230,0.0
1231,0.0
1232,0.0
1233,0.0
1234,0.0
1235,0.0
1236,0.0
1237,0.0
1238,0.0
1239,0.0
1240,0.0
1241,0.0
1242,0.0
1243,0.0
1244,0.0
1245,0.0
1246,0.0
1247,0.0
1248,0.0
1249,0.0
1250,0.0
1251,0.0
1252,0.0
1253,0.0
1254,0.0
1255,0.0
1256,0.0
1257,0.0
1258,0.0
1259,0.0
1260,0.0
1261,0.0
1262,0.0
1263,0.0
1264,-4.092454e-13
1265,8.607174e-13
1266,-1.4434985e-12
1267,2.0132648e-12
1268,-2.2539173e-12
1269,1.603998e-12
1270,4.1059902e-13
1271,-5.4304426e-12
1272,1.4665727e-11
1273,-3.07735e-11
1274,5.650164e-11
1275,-9.530312e-11
1276,1.5109432e-10
1277,-2.2801636e-10
1278,3.3004374e-10
1279,-4.6041423e-10
1280,6.2086253e-10
1281,-8.106532e-10
1282,1.0254297e-09
1283,-1.2559166e-09
1284,1.4865451e-09
1285,-1.6940994e-09
1286,1.8465142e-09
1287,-1.9019857e-09
1288,1.8085774e-09
1289,-1.5045252e-09
1290,9.1943886e-10
1291,2.3405453e-11
1292,-1.403528e-09
1293,3.2983585e-09
1294,-5.776963e-09
1295,8.892453e-09
1296,-1.2673238e-08
1297,1.7113408e-08
1298,-2.2162673e-08
1299,2.7716382e-08
1300,-3.3606224e-08
1301,3.9592404e-08
1302,-4.535796e-08
1303,5.0506067e-08
1304,-5.456098e-08
1305,5.6973267e-08
1306,-5.7129757e-08
1307,5.4368602e-08
1308,-4.7998927e-08
1309,3.7325787e-08
1310,-2.1677646e-08
1311,4.3896276e-10
1312,2.691699e-08
1313,-6.079432e-08
1314,1.0144216e-07
1315,-1.4892531e-07
1316,2.0309979e-07
1317,-2.6359484e-07
1318,3.298032e-07
1319,-4.0087997e-07
1320,4.7575205e-07
1321,-5.531376e-07
1322,6.3157484e-07
1323,-7.094609e-07
1324,7.850987e-07
1325,-8.5674907e-07
1326,9.2268914e-07
1327,6.648125e-06
1328,1.030974e-06
1329,-1.0704728e-06
1330,1.0986712e-06
1331,-1.1147525e-06
1332,1.1182074e-06
1333,6.520541e-06
1334,1.0868447e-06
1335,6.5767285e-06
1336,1.00712e-06
1337,-9.5129644e-07
1338,8.865401e-07
1339,-8.1440373e-07
1340,7.366011e-07
1341,-6.549532e-07
1342,5.71334e-07
1343,-4.8761814e-07
1344,4.0562847e-07
1345,-3.270916e-07
1346,2.535952e-07
1347,-1.8655437e-07
1348,1.2718387e-07
1349,-7.6477015e-08
1350,3.5192787e-08
1351,-3.8491548e-09
1352,-1.7278188e-08
1353,2.8150078e-08
1354,-2.8952405e-08
1355,2.008077e-08
1356,-2.1169249e-09
1357,-2.4198133e-08
1358,5.8000012e-08
1359,-9.834674e-08
1360,1.4428261e-07
1361,-1.949285e-07
1362,2.496251e-07
1363,-3.0817597e-07
1364,3.7131852e-07
1365,-4.4171406e-07
1366,5.263572e-07
1367,-6.4344283e-07
1368,8.470021e-07
1369,-1.3568247e-06
1370,4.3250975e-06
1371,6.0380803e-06
1372,-1.3678894e-05
1373,-4.2904385e-06
1374,1.2976502e-06
1375,-7.6103305e-07
1376,5.2710544e-07
1377,-3.741741e-07
1378,2.450105e-07
1379,-1.1519478e-07
1380,-3.669256e-08
1381,2.5548422e-07
1382,-7.2235395e-07
1383,3.4122004e-06
1384,1.7065664e-05
1385,3.6262456e-06
1386,-1.1584012e-06
1387,9.339531e-07
1388,-8.633403e-06
1389,1.2553437e-06
1390,-1.8921857e-06
1391,5.1198567e-06
1392,1.2241011e-05
1393,-1.404499e-06
1394,8.124371e-07
1395,-6.489182e-07
1396,8.278109e-07
1397,-3.2013056e-06
1398,-1.7867053e-05
1399,2.0135039e-07
1400,1.5292855e-05
1401,-1.5113853e-05
1402,-2.4967255e-06
1403,-3.3721371e-06
1404,-1.4163335e-05
1405,1.4026931e-05
1406,3.9900183e-06
1407,-9.892952e-07
1408,3.959709e-07
1409,-4.5642718e-08
1410,-3.156034e-07
1411,8.299542e-07
1412,-1.8192918e-06
1413,5.7327225e-06
1414,8.449282e-06
1415,-1.5375275e-05
1416,7.046259e-06
1417,1.617062e-06
1418,-2.8140017e-05
1419,1.1249175e-05
1420,1.7430519e-07
1421,-1.3746684e-05
1422,1.9347806e-06
1423,-8.195958e-07
1424,4.283524e-07
1425,-9.977878e-06
1426,-2.677804e-05
1427,-5.6527265e-06
1428,1.270489e-05
1429,-1.5439256e-06
1430,8.84522e-06
1431,-1.1474968e-05
1432,-1.4268298e-05
1433,1.4251904e-05
1434,3.891839e-06
1435,-1.6539618e-05
1436,1.5933558e-06
1437,-1.258227e-05
1438,-1.1798997e-05
1439,-2.2773916e-06
1440,-1.4473061e-05
1441,3.49728e-06
1442,-3.2677358e-06
1443,1.3888872e-05
1444,-6.2375207e-06
1445,-2.6948663e-05
1446,-9.914422e-07
1447,-1.2440039e-05
1448,-4.4454323e-06
1449,8.569415e-06
1450,-5.094862e-08
1451,-4.890866e-07
1452,9.68692e-07
1453,-1.5409756e-06
1454,2.5170968e-06
1455,-1.3867834e-05
1456,-2.3907558e-06
1457,-6.8492845e-06
1458,-2.0711585e-05
1459,2.62938e-05
1460,-1.6319402e-05
1461,-3.673645e-05
1462,2.5351205e-06
1463,-1.4830476e-05
1464,-9.910984e-06
1465,-3.401774e-06
1466,-1.6657552e-05
1467,-4.0636774e-06
1468,1.4154068e-06
1469,-6.490333e-07
1470,-9.850578e-06
1471,-2.5423482e-05
1472,-1.34968e-05
1473,-6.7358824e-06
1474,4.5701927e-06
1475,-7.4278432e-06
1476,-9.675752e-06
1477,-4.0297195e-06
1478,-1.320314e-05
1479,3.0634676e-06
1480,-1.3836108e-05
1481,7.0193146e-06
1482,1.4942454e-05
1483,-3.6657857e-06
1484,-4.418929e-06
1485,-1.3114308e-05
1486,-1.5177252e-05
1487,-1.3175984e-05
1488,3.548838e-06
1489,-6.456614e-06
1490,-1.080748e-05
1491,-8.26214e-06
1492,4.583855e-06
1493,4.4180956e-06
1494,2.0544512e-06
1495,5.4871475e-06
1496,-3.6144556e-05
1497,-3.0486748e-05
1498,-4.0509885e-06
1499,7.820693e-06
1500,2.323132e-05
1501,-2.6964572e-06
1502,-4.849307e-06
1503,-8.0453464e-07
1504,-1.9790761e-05
1505,2.1787253e-06
1506,1.2762197e-05
1507,-1.7628571e-06
1508,1.5432782e-06
1509,-1.1918564e-05
1510,-1.3489003e-05
1511,3.165875e-06
1512,-3.5090852e-06
1513,1.4767181e-05
1514,-4.6613806e-07
1515,-1.3898544e-05
1516,1.05900635e-05
1517,-5.111367e-06
1518,-5.4949496e-06
1519,1.3028799e-05
1520,1.323507e-05
1521,-1.386274e-05
1522,-1.1536329e-06
1523,1.6288435e-05
1524,-1.6220962e-05
1525,9.49326e-07
1526,1.4210924e-05
1527,-1.3745369e-05
1528,-1.2303358e-05
1529,1.1968274e-05
1530,1.6465558e-05
1531,1.4213016e-05
1532,1.4556642e-05
1533,-1.5873593e-05
1534,9.278272e-06
1535,1.1888355e-05
1536,1.0682981e-05
1537,3.4055988e-06
1538,-2.8417857e-05
1539,3.4693466e-07
1540,-2.1918686e-05
1541,8.657565e-06
1542,9.497984e-06
1543,-1.2574363e-05
1544,1.909836e-05
1545,-1.8759598e-05
1546,3.842245e-06
1547,4.0812756e-07
1548,-1.4859841e-05
1549,1.1987165e-05
1550,-1.3292569e-05
1551,3.0594158e-05
1552,2.1031115e-05
1553,-9.561113e-07
1554,1.9370616e-05
1555,1.001773e-05
1556,-9.50825e-07
1557,4.1118237e-06
1558,5.5873893e-06
1559,-2.4110727e-06
1560,1.9629845e-06
1561,-2.1059097e-06
1562,2.84472e-06
1563,-6.2576996e-06
1564,-4.861407e-06
1565,-3.0917403e-05
1566,-9.995147e-06
1567,4.4088865e-06
1568,1.4478101e-05
1569,1.8413422e-05
1570,6.7802416e-06
1571,1.9433062e-05
1572,1.0062054e-05
1573,-1.2576501e-06
1574,1.268813e-05
1575,1.3616454e-06
1576,-1.5221176e-05
1577,1.1581741e-06
1578,-1.8742337e-05
1579,2.035623e-06
1580,-9.039158e-06
1581,-1.6005975e-05
1582,-4.461844e-06
1583,1.5753021e-05
1584,8.877566e-06
1585,-4.6874115e-06
1586,-3.017662e-07
1587,1.2615786e-05
1588,-6.3453854e-06
1589,-7.682273e-06
1590,1.911514e-06
1591,-1.5411082e-05
1592,6.873424e-06
1593,3.1070551e-06
1594,3.5441383e-06
1595,-3.4953857e-06
1596,4.841868e-06
1597,-2.016177e-05
1598,2.1237808e-07
1599,1.6534512e-05
1600,-7.302716e-06
1601,1.0777635e-05
1602,2.3312055e-05
1603,9.700864e-06
1604,7.6018523e-06
1605,1.911513e-05
1606,9.326645e-06
1607,9.843968e-06
1608,-2.7551305e-05
1609,-5.9552726e-06
1610,1.4061894e-06
1611,-3.6181635e-05
1612,2.5723906e-05
1613,7.034044e-06
1614,-2.1660667e-07
1615,-1.3674443e-06
1616,2.019501e-06
1617,1.5044883e-05
1618,1.3681775e-05
1619,1.6140946e-05
1620,8.371031e-06
1621,7.975777e-06
1622,-2.3654053e-05
1623,-1.2889086e-05
1624,-1.2063841e-05
1625,3.5811113e-06
1626,-4.6684545e-06
1627,-1.4717637e-06
1628,-8.48584e-06
1629,1.6179269e-05
1630,9.1723305e-06
1631,1.8643898e-06
1632,4.449042e-06
1633,2.1998949e-05
1634,2.5711377e-05
1635,3.6485332e-07
1636,3.0002939e-05
1637,-1.7655468e-05
1638,1.5534211e-05
1639,3.6863612e-06
1640,2.292224e-05
1641,1.727183e-05
1642,-8.311665e-06
1643,-8.029481e-07
1644,-2.3459457e-05
1645,-6.7197548e-06
1646,-1.1947246e-05
1647,3.1104955e-05
1648,-4.4063227e-06
1649,1.2047476e-05
1650,7.3624815e-06
1651,-7.262832e-07
1652,8.372688e-06
1653,-5.5412415e-06
1654,1.55648e-05
1655,-5.1778165e-06
1656,1.5003826e-05
1657,-4.2902034e-06
1658,5.991448e-06
1659,-2.0767986e-06
1660,9.71173e-06
1661,1.5295665e-05
1662,-2.6569976e-05
1663,1.313375e-05
1664,2.0468854e-06
1665,-4.8032502e-06
1666,1.830006e-05
1667,1.25353245e-05
1668,1.3199286e-05
1669,-1.2462929e-05
1670,-1.3086897e-05
1671,1.4409048e-05
1672,-2.0468124e-05
1673,9.107611e-06
1674,-2.5185589e-06
1675,-2.9749424e-05
1676,2.9005857e-06
1677,-1.1919058e-06
1678,-1.7568273e-05
1679,-3.45849e-05
1680,-1.6732582e-05
1681,-5.489424e-06
1682,-7.961099e-06
1683,-1.5694086e-05
1684,-9.166522e-06
1685,-2.4754883e-05
1686,2.0689531e-07
1687,-9.561075e-06
1688,9.228692e-06
1689,2.6045218e-05
1690,1.4192752e-05
1691,-8.01841e-07
1692,-2.3170387e-05
1693,3.7086966e-07
1694,4.156521e-06
1695,1.2971499e-05
1696,-1.0358225e-05
1697,5.728029e-06
1698,3.2190003e-06
1699,2.3913544e-06
1700,-2.1632628e-05
1701,-1.7675795e-05
1702,-4.9516125e-06
1703,-1.3435492e-05
1704,2.2574759e-05
1705,-1.8643324e-06
1706,-7.270261e-06
1707,-9.812841e-06
1708,-8.590478e-06
1709,5.984582e-06
1710,4.1793555e-06
1711,6.9409307e-06
1712,-1.5304804e-05
1713,-1.1511249e-05
1714,-1.4083341e-05
1715,6.9829193e-06
1716,-5.7256702e-06
1717,8.0278105e-06
1718,1.7978523e-06
1719,6.271546e-06
1720,2.2517268e-05
1721,-1.40599e-05
1722,1.1102792e-05
1723,1.8724266e-05
1724,-1.0245029e-06
1725,-7.5218522e-06
1726,1.448864e-05
1727,-2.8862156e-05
1728,3.358418e-05
1729,-0.00022900756
1730,-0.00035878646
1731,-0.0003058921
1732,-0.00016240658
1733,0.00021328624
1734,9.9244244e-05
1735,6.708946e-05
1736,-0.00020569013
1737,-0.0005156436
1738,-0.0005168143
1739,-0.00087608665
1740,-0.0012444688
1741,-0.0009454076
1742,-0.0002921411
1743,-6.8183326e-05
1744,7.1562456e-05
1745,0.00017228148
1746,0.00012261822
1747,6.8494475e-05
1748,-1.4642805e-05
1749,-0.00019100537
1750,-0.00042703786
1751,-0.00038564566
1752,-0.00035336716
1753,-0.0003867593
1754,-0.0002841394
1755,-0.00036138337
1756,-0.0006035923
1757,-0.0006670372
1758,-0.00062807335
1759,-0.00044481622
1760,0.00026143296
1761,0.0011374291
1762,0.0011295893
1763,0.0004477514
1764,-0.000375938
1765,-0.0012989475
1766,-0.0016477605
1767,-0.0012853468
1768,-0.0007830401
1769,-0.00083833677
1770,-0.00071177946
1771,-0.0005205961
